,AAPL,AMZN,BAC,BRK-B,CVX,ENPH,GLD,GME,GOOGL,HYG,JNJ,JPM,MSFT,NVDA,PG,XOM,GS10,GS2
2006-02-01,2.2619245052337646,2.1989998817443848,28.621923446655273,58.29999923706055,27.237001419067383,,56.70000076293945,3.550816535949707,9.979154586791992,,32.3937873840332,23.772512435913086,19.551803588867188,0.34373679757118225,34.07221221923828,31.385915756225586,4.57,4.67
2006-02-02,2.162353992462158,2.13700008392334,28.289775848388672,58.13999938964844,27.148836135864258,,56.97999954223633,3.539875030517578,9.836586952209473,,32.2762336730957,23.838092803955078,19.300779342651367,0.3332694172859192,33.97539138793945,31.385915756225586,4.57,4.67
2006-02-03,2.154855728149414,1.9164999723434448,28.06183433532715,57.84000015258789,26.680194854736328,,56.5,3.582798719406128,9.476694107055664,,32.12507247924805,23.56387710571289,19.20315933227539,0.3363252282142639,33.99247741699219,31.102210998535156,4.57,4.67
2006-02-06,2.018397092819214,1.8975000381469727,28.244192123413086,57.70000076293945,27.30195426940918,,56.720001220703125,3.6274044513702393,9.564868927001953,,31.82834815979004,23.510229110717773,18.945159912109375,0.3457997143268585,34.055110931396484,31.396041870117188,4.57,4.67
2006-02-07,2.027395248413086,1.8760000467300415,28.322343826293945,57.529998779296875,26.791561126708984,,54.599998474121094,3.5255677700042725,9.138160705566406,,31.800352096557617,23.402938842773438,18.784788131713867,0.33349859714508057,33.787418365478516,30.676631927490234,4.57,4.67
2006-02-08,2.0636842250823975,1.9084999561309814,28.43956184387207,57.84000015258789,26.86115074157715,,54.83000183105469,3.513784408569336,9.166973114013672,,32.80809783935547,23.605607986450195,18.76386260986328,0.34312522411346436,33.87284851074219,30.758129119873047,4.57,4.67
2006-02-09,1.9479191303253174,1.8995000123977661,28.54376983642578,57.81999969482422,26.401790618896484,,56.18000030517578,3.405214548110962,8.91089916229248,,32.780113220214844,23.706947326660156,18.58954429626465,0.33731892704963684,33.95829391479492,30.518741607666016,4.57,4.67
2006-02-10,2.018697738647461,1.9259999990463257,28.602375030517578,57.91999816894531,26.267223358154297,,54.790000915527344,3.406899929046631,9.006274223327637,,32.69053649902344,23.79635238647461,18.61046600341797,0.33540818095207214,34.00386047363281,30.26917266845703,4.57,4.67
2006-02-13,1.9407199621200562,1.8930000066757202,28.459117889404297,58.34000015258789,26.27187156677246,,53.720001220703125,3.38249135017395,8.586275100708008,,32.752132415771484,23.706947326660156,18.401281356811523,0.33655431866645813,33.855770111083984,30.35576629638672,4.57,4.67
2006-02-14,2.0285933017730713,1.912500023841858,28.758684158325195,58.540000915527344,26.061399459838867,,54.4900016784668,3.411106586456299,8.527162551879883,,33.0600471496582,23.903661727905273,18.582569122314453,0.3371657431125641,34.0836067199707,30.330299377441406,4.57,4.67
2006-02-15,2.0759806632995605,1.9630000591278076,28.888919830322266,58.29999923706055,26.173656463623047,,53.7599983215332,3.419523239135742,8.503814697265625,,33.08803176879883,24.034791946411133,18.806459426879883,0.3436596691608429,34.237388610839844,30.437255859375,4.57,4.67
2006-02-16,2.1164681911468506,1.9574999809265137,29.10383415222168,58.099998474121094,26.332679748535156,,54.52000045776367,3.5095767974853516,9.101900100708008,,33.02084732055664,24.33284568786621,18.757482528686523,0.36062127351760864,34.590518951416016,30.686817169189453,4.57,4.67
2006-02-17,2.1080708503723145,1.9594999551773071,29.084291458129883,58.0,26.73959732055664,,54.959999084472656,3.4632883071899414,9.15877628326416,,33.07124328613281,24.309001922607422,18.680522918701172,0.3626841604709625,34.74430465698242,30.83962059020996,4.57,4.67
2006-02-21,2.0717813968658447,1.9144999980926514,29.01265525817871,57.68000030517578,27.081031799316406,,55.119998931884766,3.409423351287842,9.10512924194336,,33.11043167114258,24.261322021484375,18.568586349487305,0.35496798157691956,34.67597198486328,30.946569442749023,4.57,4.67
2006-02-22,2.1389620304107666,1.9359999895095825,29.357805252075195,57.63999938964844,26.77233123779297,,55.34000015258789,3.4540305137634277,9.077807426452637,,33.048858642578125,24.684551239013672,18.69451332092285,0.3543564975261688,35.279720306396484,30.69192123413086,4.57,4.67
2006-02-23,2.151857614517212,1.8949999809265137,29.54667091369629,57.619998931884766,26.725553512573242,,54.63999938964844,3.3631343841552734,9.390260696411133,,32.802513122558594,24.505718231201172,18.65253448486328,0.34893161058425903,35.01770782470703,30.472902297973633,4.57,4.67
2006-02-24,2.143160343170166,1.9175000190734863,29.774608612060547,57.58000183105469,26.96409797668457,,55.63999938964844,3.370708703994751,9.373619079589844,,32.52098846435547,24.833580017089844,18.631555557250977,0.34885552525520325,35.02910232543945,30.773408889770508,4.57,4.67
2006-02-27,2.1290640830993652,1.9005000591278076,29.943923950195312,57.939998626708984,26.70685386657715,,55.220001220703125,3.386699914932251,9.696009635925293,,32.60543441772461,24.785888671875,18.925403594970703,0.3629903197288513,34.943660736083984,30.518741607666016,4.57,4.67
2006-02-28,2.054086923599243,1.871999979019165,29.859268188476562,57.7599983215332,26.416858673095703,,56.06999969482422,3.369025707244873,9.006525993347168,,32.45904541015625,24.523595809936523,18.799463272094727,0.3600866198539734,34.13486099243164,30.23861312866211,4.57,4.67
2006-03-01,2.072380781173706,1.8559999465942383,30.023866653442383,57.83000183105469,26.77233123779297,,56.099998474121094,3.4489808082580566,9.060669898986816,,32.46467590332031,24.81568717956543,18.98836898803711,0.3737630844116211,34.237388610839844,30.7326602935791,4.72,4.73
2006-03-02,2.0876758098602295,1.843999981880188,29.727584838867188,57.86000061035156,26.66476058959961,,56.7400016784668,3.391749143600464,9.350025177001953,,32.4815673828125,24.833580017089844,18.869426727294922,0.3742976784706116,33.91843795776367,30.992406845092773,4.72,4.73
2006-03-03,2.030993700027466,1.8604999780654907,29.75390625,58.22999954223633,26.646045684814453,,56.279998779296875,3.450662612915039,9.392992973327637,,32.35771560668945,24.791851043701172,18.841442108154297,0.375596821308136,33.98676681518555,31.058631896972656,4.72,4.73
2006-03-06,1.9638131856918335,1.843000054359436,29.767086029052734,58.77000045776367,26.122194290161133,,55.22999954223633,3.4329895973205566,9.142633438110352,,32.571651458740234,24.69647789001465,18.827451705932617,0.37483206391334534,33.98676681518555,30.54928207397461,4.72,4.73
2006-03-07,1.9887058734893799,1.846500039100647,30.037036895751953,58.79999923706055,25.874309539794922,,54.95000076293945,3.3614511489868164,9.05197525024414,,32.77997589111328,24.726285934448242,18.932392120361328,0.36841437220573425,34.345603942871094,30.483083724975586,4.72,4.73
2006-03-08,1.9692126512527466,1.840499997138977,30.096288681030273,59.15999984741211,25.780763626098633,,53.970001220703125,3.2612979412078857,8.789443969726562,,33.072776794433594,24.797813415527344,19.06532859802246,0.366580605506897,34.784175872802734,30.411779403686523,4.72,4.73
2006-03-09,1.9173269271850586,1.805999994277954,29.990949630737305,59.630001068115234,25.46738624572754,,54.2400016784668,3.2192161083221436,8.51921558380127,,32.83065414428711,24.469945907592773,18.890417098999023,0.36849144101142883,34.97214126586914,30.009410858154297,4.72,4.73
2006-03-10,1.8951343297958374,1.8109999895095825,30.25431251525879,59.900001525878906,25.294334411621094,,53.83000183105469,3.265504837036133,8.382608413696289,,33.24167251586914,24.51765251159668,19.009355545043945,0.36207354068756104,35.45627212524414,30.141847610473633,4.72,4.73
2006-03-13,1.9698126316070557,1.809499979019165,30.247737884521484,60.099998474121094,25.808839797973633,,54.310001373291016,3.2924373149871826,8.37168025970459,,33.26420974731445,24.475919723510742,18.967382431030273,0.3664283752441406,35.30249786376953,30.37613868713379,4.72,4.73
2006-03-14,2.0189976692199707,1.8454999923706055,30.458419799804688,59.619998931884766,26.356054306030273,,54.869998931884766,3.403531551361084,8.721888542175293,,33.38243865966797,24.66667366027832,19.05133819580078,0.3765897750854492,34.18043518066406,30.9720458984375,4.72,4.73
2006-03-15,1.9863061904907227,1.844499945640564,30.550607681274414,59.459999084472656,26.426219940185547,,55.119998931884766,3.3488271236419678,8.55647087097168,,33.66957473754883,24.5712890625,19.14229965209961,0.38262516260147095,34.11776351928711,31.079004287719727,4.72,4.73
2006-03-16,1.9287242889404297,1.8385000228881836,30.787616729736328,59.5,27.006200790405273,,55.34000015258789,3.3749167919158936,8.414153099060059,,33.793453216552734,24.63089942932129,19.079320907592773,0.3696374297142029,33.82728576660156,31.39478302001953,4.72,4.73
2006-03-17,1.9392211437225342,1.7994999885559082,30.879823684692383,59.220001220703125,26.744260787963867,,55.119998931884766,3.4590790271759033,8.439485549926758,,33.9736213684082,24.6785888671875,19.24024200439453,0.3726171851158142,33.662113189697266,31.09427261352539,4.72,4.73
2006-03-20,1.919127345085144,1.8114999532699585,30.879823684692383,59.70000076293945,26.543155670166016,,55.16999816894531,3.484328508377075,8.648119926452637,,34.05244064331055,24.708391189575195,19.513097763061523,0.36978960037231445,33.707679748535156,30.895645141601562,4.72,4.73
2006-03-21,1.8537465333938599,1.7960000038146973,30.662553787231445,59.7400016784668,26.458961486816406,,54.83000183105469,3.7873129844665527,8.44271469116211,,34.10313415527344,24.559368133544922,19.408151626586914,0.3880500793457031,33.62223815917969,30.926206588745117,4.72,4.73
2006-03-22,1.84954833984375,1.7999999523162842,30.93906593322754,60.0,26.42154312133789,,54.75,3.824345827102661,8.450165748596191,,34.345218658447266,25.066057205200195,18.995361328125,0.3768950402736664,33.88424301147461,31.09427261352539,4.72,4.73
2006-03-23,1.8042603731155396,1.784000039100647,30.748126983642578,59.91999816894531,26.487028121948242,,54.70000076293945,3.8024630546569824,8.491645812988281,,34.23826217651367,25.06009864807129,18.785478591918945,0.3839244842529297,33.405799865722656,31.196147918701172,4.72,4.73
2006-03-24,1.7982629537582397,1.7734999656677246,30.879823684692383,60.18000030517578,26.926666259765625,,55.709999084472656,3.9396469593048096,9.0855073928833,,34.001766204833984,25.095855712890625,18.897418975830078,0.39691320061683655,33.457054138183594,31.155424118041992,4.72,4.73
